Unique Key,CreatedDate,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
32310924,1/1/16 3:19,1/1/16 5:51,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,,,,,GRANGER STREET,MARTENSE AVENUE,INTERSECTION,CORONA,,Precinct,Closed,1/1/16 11:19,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 5:51,04 QUEENS,QUEENS,1023683,208677,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73935888,-73.85770271,"(40.73935887775884, -73.85770270646654)"
32310991,1/1/16 3:19,1/1/16 5:39,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,289 EMPIRE BOULEVARD,EMPIRE BOULEVARD,ROGERS AVENUE,NOSTRAND AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:19,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 5:39,09 BROOKLYN,BROOKLYN,997413,181126,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66381597,-73.95255402,"(40.663815967660796, -73.95255402119027)"
32312035,1/1/16 3:19,1/1/16 13:57,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,75 EAST 181 STREET,EAST 181 STREET,WALTON AVENUE,MORRIS AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 11:19,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 13:57,05 BRONX,BRONX,1010715,250856,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85517699,-73.90433255,"(40.855176989721315, -73.90433254876267)"
32311789,1/1/16 3:19,1/1/16 5:46,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10303,397 LISK AVENUE,LISK AVENUE,AMITY PLACE,SELVIN LOOP,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,1/1/16 11:19,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 5:46,01 STATEN ISLAND,STATEN ISLAND,939063,166101,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62247012,-74.16277555,"(40.62247012178635, -74.1627755451756)"
32311378,1/1/16 3:20,1/1/16 15:45,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,2190 2 AVENUE,2 AVENUE,EAST 112 STREET,EAST 113 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 11:20,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 15:45,11 MANHATTAN,MANHATTAN,1001033,228844,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79478404,-73.93938673,"(40.79478403644305, -73.93938673430871)"
32312870,1/1/16 3:20,1/1/16 16:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,1060 OCEAN AVENUE,OCEAN AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:20,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 16:10,14 BROOKLYN,BROOKLYN,995767,171289,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63681784,-73.95850382,"(40.63681783665883, -73.95850381713777)"
32313845,1/1/16 3:20,1/1/16 5:40,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10003,329 EAST 14 STREET,EAST 14 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 11:20,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,1/1/16 5:40,06 MANHATTAN,MANHATTAN,988657,205967,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73200741,-73.98409873,"(40.73200740886107, -73.98409873162669)"
32312572,1/1/16 3:20,1/1/16 4:04,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11423,,,,,205 PLACE,100 AVENUE,INTERSECTION,HOLLIS,,Precinct,Closed,1/1/16 11:20,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 4:04,12 QUEENS,QUEENS,1052427,198715,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71184084,-73.75407892,"(40.711840844519, -73.75407892019055)"
32311638,1/1/16 3:20,1/1/16 6:36,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11413,,,,,135 AVENUE,222 STREET,INTERSECTION,SPRINGFIELD GARDENS,,Precinct,Closed,1/1/16 11:20,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 6:36,13 QUEENS,QUEENS,1054132,185954,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6768017,-73.74806124,"(40.67680169909096, -73.74806123983298)"
32313714,1/1/16 3:21,1/4/16 10:23,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10305,130 LYMAN AVENUE,LYMAN AVENUE,SUMMER ST,TOMPKINS AVE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,1/4/16 10:23,01 STATEN ISLAND,STATEN ISLAND,966041,160089,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.60606495,-74.06557749,"(40.606064952503544, -74.06557749241097)"
32313442,1/1/16 3:21,1/1/16 12:26,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11234,5721 AVENUE H,AVENUE H,EAST 57 STREET,EAST 58 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:21,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 12:26,18 BROOKLYN,BROOKLYN,1006257,170028,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63333681,-73.92071208,"(40.63333680985013, -73.92071208195789)"
32312171,1/1/16 3:21,1/1/16 6:57,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11374,98-25 64 ROAD,64 ROAD,98 STREET,99 STREET,,,ADDRESS,REGO PARK,,Precinct,Closed,1/1/16 11:21,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 6:57,06 QUEENS,QUEENS,1023760,205212,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72984798,-73.85744519,"(40.729847975331346, -73.85744519442953)"
32311340,1/1/16 3:22,1/1/16 6:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,,,,,WOODBINE STREET,SENECA AVENUE,INTERSECTION,RIDGEWOOD,,Precinct,Closed,1/1/16 11:22,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 6:10,05 QUEENS,QUEENS,1010050,195183,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7023714,-73.90695021,"(40.702371402225396, -73.90695021078082)"
32312913,1/1/16 3:22,1/1/16 3:35,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,700 VICTORY BOULEVARD,VICTORY BOULEVARD,EDDY STREET,THERESA PLACE,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,1/1/16 11:22,The Police Department reviewed your complaint and provided additional information below.,1/1/16 3:35,01 STATEN ISLAND,STATEN ISLAND,958575,167186,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62552625,-74.09249235,"(40.62552625127102, -74.09249235091293)"
32310995,1/1/16 3:22,1/1/16 10:42,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1465 JESUP AVENUE,JESUP AVENUE,JESUP PLACE,WEST 172 STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 11:22,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 10:42,04 BRONX,BRONX,1006504,246347,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84281274,-73.91956971,"(40.842812740429146, -73.91956970956974)"
32312666,1/1/16 3:23,1/1/16 4:37,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11235,262 NEPTUNE AVENUE,NEPTUNE AVENUE,BRIGHTON 6 STREET,BRIGHTON 5 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:23,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 4:37,13 BROOKLYN,BROOKLYN,994538,151065,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58130862,-73.96296276,"(40.581308624370116, -73.96296275912128)"
32313780,1/1/16 3:23,1/1/16 9:01,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10128,305 EAST 92 STREET,EAST 92 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 11:23,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 9:01,08 MANHATTAN,MANHATTAN,998504,224009,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7815177,-73.9485307,"(40.781517700571726, -73.94853069582386)"
32312872,1/1/16 3:23,1/1/16 4:15,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11231,9 DWIGHT STREET,DWIGHT STREET,DELEVAN STREET,VERONA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:23,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 4:15,06 BROOKLYN,BROOKLYN,982511,186435,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6783976,-74.00626959,"(40.67839759796297, -74.00626958851551)"
32311315,1/1/16 3:23,1/1/16 7:35,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11237,592 JOHNSON AVENUE,JOHNSON AVENUE,STEWART AVENUE,GARDNER AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:23,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 7:35,01 BROOKLYN,BROOKLYN,1005119,197581,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70896635,-73.92472682,"(40.708966347636824, -73.92472681998196)"
32311742,1/1/16 3:23,1/1/16 16:10,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230,1909 FOSTER AVENUE,FOSTER AVENUE,EAST 19 STREET,OCEAN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:23,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 16:10,14 BROOKLYN,BROOKLYN,995547,170956,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63590411,-73.95929704,"(40.63590410599232, -73.95929704277683)"
32313797,1/1/16 3:23,1/1/16 7:43,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10464,302 CITY ISLAND AVENUE,CITY ISLAND AVENUE,HAWKINS STREET,FORDHAM STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 11:23,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 7:43,10 BRONX,BRONX,1043348,247940,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.84701533,-73.78639464,"(40.847015329456354, -73.78639464134476)"
32311623,1/1/16 3:23,1/1/16 5:53,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,,,,,41 AVENUE,104 STREET,INTERSECTION,CORONA,,Precinct,Closed,1/1/16 11:23,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 5:53,04 QUEENS,QUEENS,1022651,212300,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74930764,-73.86140607,"(40.74930763535602, -73.86140607372715)"
32312641,1/1/16 3:24,1/1/16 10:51,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,332 EAST 115 STREET,EAST 115 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 11:24,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 10:51,11 MANHATTAN,MANHATTAN,1001713,229188,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79572691,-73.93692996,"(40.795726905337894, -73.93692996141937)"
32311332,1/1/16 3:24,1/1/16 6:15,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10009,30 AVENUE D,AVENUE D,EAST 4 STREET,EAST 5 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 11:24,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 6:15,03 MANHATTAN,MANHATTAN,990413,202064,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72129357,-73.97776633,"(40.72129357479229, -73.97776633460374)"
32312226,1/1/16 3:24,1/1/16 4:39,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11423,185-09 90 AVENUE,90 AVENUE,185 STREET,186 STREET,,,ADDRESS,HOLLIS,,Precinct,Closed,1/1/16 11:24,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 4:39,12 QUEENS,QUEENS,1046572,198663,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.7117413,-73.77519886,"(40.711741296685425, -73.77519885977394)"
32311669,1/1/16 3:24,1/1/16 7:26,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10472,,,,,WATSON AVENUE,ELDER AVENUE,INTERSECTION,BRONX,,Precinct,Closed,1/1/16 11:24,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 7:26,09 BRONX,BRONX,1017854,240245,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82602863,-73.87857921,"(40.82602862936386, -73.87857921194824)"
32312195,1/1/16 3:24,1/1/16 3:37,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,2065 1 AVENUE,1 AVENUE,EAST 106 STREET,EAST 107 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 11:24,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,1/1/16 3:37,11 MANHATTAN,MANHATTAN,1000922,227107,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79001665,-73.93979193,"(40.790016651275245, -73.93979193218131)"
32313421,1/1/16 3:24,1/1/16 10:43,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,811 WALTON AVENUE,WALTON AVENUE,EAST 157 STREET,EAST 158 STREET,,,ADDRESS,BRONX,,Precinct,Closed,1/1/16 11:24,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 10:43,04 BRONX,BRONX,1004949,240015,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82543701,-73.92520932,"(40.82543701491463, -73.92520931892479)"
32311413,1/1/16 3:25,1/1/16 3:50,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,128 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST 164 STREET,WEST 165 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 11:25,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 3:50,12 MANHATTAN,MANHATTAN,999955,245213,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.83971432,-73.94324172,"(40.83971431784294, -73.94324171872209)"
32313863,1/1/16 3:25,1/1/16 5:36,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11103,28-03 38 STREET,38 STREET,28 AVENUE,30 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,1/1/16 11:25,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 5:36,01 QUEENS,QUEENS,1007882,218221,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76561106,-73.91468835,"(40.765611064339524, -73.91468835272596)"
32311797,1/1/16 3:25,1/1/16 7:36,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,354 SOUNDVIEW LANE,SOUNDVIEW LANE,PARK CRESCENT,PARK CRESCENT,,,ADDRESS,COLLEGE POINT,,Precinct,Closed,1/1/16 11:25,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 7:36,07 QUEENS,QUEENS,1026431,228357,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.79336262,-73.84766283,"(40.79336262007816, -73.84766283406638)"
32310985,1/1/16 3:26,1/1/16 7:20,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,195 EAST 2 STREET,EAST 2 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 11:26,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 7:20,03 MANHATTAN,MANHATTAN,988675,202417,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72226351,-73.98403612,"(40.722263514592335, -73.98403611865581)"
32313272,1/1/16 3:26,1/1/16 3:33,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,204 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST 120 STREET,WEST 121 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,1/1/16 11:26,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,1/1/16 3:33,10 MANHATTAN,MANHATTAN,997300,233280,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80696594,-73.95286016,"(40.80696594301987, -73.95286016425491)"
32311672,1/1/16 3:26,1/1/16 7:35,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,115 WATERBURY STREET,WATERBURY STREET,TEN EYCK STREET,MAUJER STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:26,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 7:35,01 BROOKLYN,BROOKLYN,1001512,198419,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71127423,-73.93773489,"(40.711274230477684, -73.93773489042655)"
32310989,1/1/16 3:26,1/1/16 5:47,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10303,,,,,ANDREA PLACE,BIRCH ROAD,INTERSECTION,STATEN ISLAND,,Precinct,Closed,1/1/16 11:26,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 5:47,01 STATEN ISLAND,STATEN ISLAND,937998,166864,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6245589,-74.16661718,"(40.624558897414275, -74.1666171760961)"
32313637,1/1/16 3:26,1/1/16 7:34,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,227 SCHOLES STREET,SCHOLES STREET,BUSHWICK AVENUE,WATERBURY STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:26,The Police Department responded to the complaint and determined that police action was not necessary.,1/1/16 7:34,01 BROOKLYN,BROOKLYN,1001026,197650,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70916444,-73.93948984,"(40.70916444331781, -73.93948983824144)"
32311358,1/1/16 3:26,1/1/16 4:39,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11435,138-07 90 AVENUE,90 AVENUE,138 STREET,138 PLACE,,,ADDRESS,JAMAICA,,Precinct,Closed,1/1/16 11:26,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 4:39,12 QUEENS,QUEENS,1035839,194746,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70105917,-73.81394365,"(40.70105917223026, -73.81394365134965)"
32310992,1/1/16 3:26,1/1/16 8:23,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11418,85-55 115 STREET,115 STREET,85 AVENUE,MYRTLE AVENUE,,,ADDRESS,RICHMOND HILL,,Precinct,Closed,1/1/16 11:26,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 8:23,09 QUEENS,QUEENS,1029983,194630,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70077298,-73.83506412,"(40.70077298203934, -73.83506412034757)"
32310895,1/1/16 3:27,1/1/16 3:34,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,,,,,WEST  122 STREET,8 AVENUE,INTERSECTION,NEW YORK,,Precinct,Closed,1/1/16 11:27,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 3:34,10 MANHATTAN,MANHATTAN,997376,233744,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80823938,-73.95258473,"(40.80823938200557, -73.95258472622172)"
32312656,1/1/16 3:27,1/1/16 16:11,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11230,1374 OCEAN AVENUE,OCEAN AVENUE,LONG ISLAND RAILROAD,AVENUE I,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:27,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 16:11,14 BROOKLYN,BROOKLYN,996192,168346,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62873936,-73.95697773,"(40.628739363410716, -73.95697773433442)"
32312987,1/1/16 3:27,1/1/16 5:32,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,422 BARBEY STREET,BARBEY STREET,PITKIN AVENUE,BELMONT AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:27,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1/1/16 5:32,05 BROOKLYN,BROOKLYN,1015472,184278,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.67242223,-73.88744588,"(40.672422233188435, -73.88744588336752)"
32312924,1/1/16 3:28,1/1/16 6:31,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11207,856 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,SCHAEFER STREET,DECATUR STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,1/1/16 11:28,The Police Department responded to the complaint and took action to fix the condition.,1/1/16 6:31,04 BROOKLYN,BROOKLYN,1010390,191266,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.69161916,-73.90573918,"(40.691619156786686, -73.9057391758118)"
